STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/26/17,7.83,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",70,"H,,S",76,",,W",63,",,W",190,",,W",170,",,W",14.1,",,W",19.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/27/17,9.84,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",71,"H,,S",78,",,W",65,",,W",190,",,W",200,",,W",17,",,W",19.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/28/17,6.04,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",76,"H,,S",83,",,W",70,",,W",140,",,W",140,",,W",13,",,W",15,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/29/17,17,",,W",,,0.01,",,W,2400",0,",,W,2400",0,",,W,2400",73,"H,,S",76,",,W",66,",,W",40,",,W",40,",,W",30,",,W",38,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/30/17,9.17,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",72,"H,,S",83,",,W",62,",,W",210,",,W",40,",,W",16.1,",,W",19.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/31/17,8.5,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",75,"H,,S",86,",,W",66,",,W",180,",,W",210,",,W",15,",,W",19,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/1/17,8.05,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",78,"H,,S",88,",,W",69,",,W",170,",,W",170,",,W",16.1,",,W",18.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/2/17,7.38,",,W",,,0.01,",,W,2400",0,",,W,2400",0,",,W,2400",77,"H,,S",85,",,W",71,",,W",320,",,W",320,",,W",30,",,W",36,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/3/17,7.61,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",75,"H,,S",83,",,W",68,",,W",180,",,W",180,",,W",16.1,",,W",19.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/4/17,11.63,",,W",,,0.06,",,W,2400",0,",,W,2400",0,",,W,2400",77,"H,,S",83,",,W",73,",,W",160,",,W",160,",,W",19.9,",,W",25.1,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/5/17,12.75,",,W",,,0.27,",,W,2400",0,",,W,2400",0,",,W,2400",76,"H,,S",82,",,W",71,",,W",270,",,W",260,",,W",23,",,W",30,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/6/17,12.3,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",73,"H,,S",80,",,W",66,",,W",310,",,W",310,",,W",19.9,",,W",25.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/7/17,7.16,",,W",,,0.39,",,W,2400",0,",,W,2400",0,",,W,2400",70,"H,,S",72,",,W",66,",,W",140,",,W",130,",,W",16.1,",,W",19.9,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/8/17,8.5,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",71,"H,,S",82,",,W",66,",,W",360,",,W",350,",,W",18.1,",,W",23,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/9/17,7.61,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",83,",,W",65,",,W",170,",,W",180,",,W",14.1,",,W",17,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/10/17,6.93,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",82,",,W",67,",,W",170,",,W",170,",,W",16.1,",,W",18.1,",,W",,,,,,,,,,,,,1,",,W",,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/11/17,10.07,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",81,",,W",67,",,W",180,",,W",170,",,W",18.1,",,W",21.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/12/17,7.61,",,W",,,0.21,",,W,2400",0,",,W,2400",0,",,W,2400",71,"H,,S",78,",,W",65,",,W",180,",,W",180,",,W",17,",,W",19.9,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/13/17,8.05,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",78,"H,,S",87,",,W",71,",,W",300,",,W",330,",,W",16.1,",,W",21.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/14/17,7.38,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",76,"H,,S",81,",,W",68,",,W",180,",,W",180,",,W",14.1,",,W",16.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/15/17,5.82,",,W",,,0.44,",,W,2400",0,",,W,2400",0,",,W,2400",73,"H,,S",76,",,W",68,",,W",250,",,W",250,",,W",12.1,",,W",14.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/16/17,6.71,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",77,"H,,S",88,",,W",70,",,W",340,",,W",340,",,W",16.1,",,W",19.9,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/17/17,8.95,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",75,"H,,S",80,",,W",69,",,W",140,",,W",130,",,W",15,",,W",18.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/18/17,13.42,",,W",,,0.27,",,W,2400",0,",,W,2400",0,",,W,2400",76,"H,,S",81,",,W",73,",,W",190,",,W",190,",,W",23,",,W",30,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/19/17,10.51,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",78,"H,,S",87,",,W",73,",,W",240,",,W",230,",,W",16.1,",,W",19.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/20/17,11.41,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",78,"H,,S",85,",,W",71,",,W",320,",,W",310,",,W",18.1,",,W",23.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/21/17,10.29,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",78,"H,,S",87,",,W",70,",,W",180,",,W",180,",,W",23,",,W",27.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/22/17,14.54,",,W",,,0.17,",,W,2400",0,",,W,2400",0,",,W,2400",78,"H,,S",86,",,W",74,",,W",180,",,W",190,",,W",31.1,",,W",36,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/23/17,10.29,",,W",,,0.06,",,W,2400",0,",,W,2400",0,",,W,2400",78,"H,,S",84,",,W",69,",,W",280,",,W",310,",,W",18.1,",,W",23.9,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/24/17,8.28,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",84,",,W",65,",,W",270,",,W",270,",,W",17,",,W",21.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/25/17,6.71,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",71,"H,,S",80,",,W",64,",,W",360,",,W",360,",,W",16.1,",,W",21,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/26/17,6.49,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",71,"H,,S",80,",,W",62,",,W",180,",,W",190,",,W",15,",,W",19.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/27/17,7.16,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",69,"H,,S",80,",,W",60,",,W",110,",,W",110,",,W",14.1,",,W",19,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/28/17,10.51,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",68,"H,,S",78,",,W",60,",,W",100,",,W",120,",,W",19.9,",,W",23.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/29/17,11.86,",,W",,,0.57,",,W,2400",0,",,W,2400",0,",,W,2400",65,"H,,S",69,",,W",62,",,W",50,",,W",60,",,W",18.1,",,W",23,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/30/17,12.75,",,W",,,0.05,",,W,2400",0,",,W,2400",0,",,W,2400",67,"H,,S",80,",,W",60,",,W",350,",,W",360,",,W",21,",,W",25.9,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,8/31/17,13.42,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",86,",,W",65,",,W",330,",,W",290,",,W",21,",,W",28,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/1/17,10.74,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",66,"H,,S",74,",,W",56,",,W",300,",,W",330,",,W",17,",,W",25.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/2/17,9.84,",,W",,,0.54,",,W,2400",0,",,W,2400",0,",,W,2400",63,"H,,S",68,",,W",54,",,W",90,",,W",100,",,W",19.9,",,W",25.9,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/3/17,14.09,",,W",,,0.46,",,W,2400",0,",,W,2400",0,",,W,2400",63,"H,,S",73,",,W",59,",,W",90,",,W",100,",,W",21.9,",,W",27.1,",,W",1,",,W",,,,,,,,,,,1,",,W",,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/4/17,13.65,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",70,"H,,S",79,",,W",63,",,W",180,",,W",190,",,W",23.9,",,W",28,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/5/17,13.65,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",81,",,W",68,",,W",180,",,W",190,",,W",28,",,W",35.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/6/17,8.05,",,W",,,0.5,",,W,2400",0,",,W,2400",0,",,W,2400",70,"H,,S",74,",,W",62,",,W",360,",,W",350,",,W",21.9,",,W",27.1,",,W",1,",,W",,,1,",,W",,,,,,,1,",,W",,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/7/17,12.97,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",66,"H,,S",74,",,W",61,",,W",240,",,W",240,",,W",23,",,W",27.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/8/17,11.63,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",67,"H,,S",75,",,W",59,",,W",270,",,W",270,",,W",19.9,",,W",23,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/9/17,11.63,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",65,"H,,S",72,",,W",56,",,W",360,",,W",330,",,W",21,",,W",25.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/10/17,10.07,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",65,"H,,S",75,",,W",57,",,W",360,",,W",360,",,W",21.9,",,W",28,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/11/17,6.49,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",67,"H,,S",80,",,W",56,",,W",20,",,W",360,",,W",12.1,",,W",16.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/12/17,6.26,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",69,"H,,S",80,",,W",59,",,W",190,",,W",220,",,W",13,",,W",15,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/13/17,8.28,",,W",,,0.4,",,W,2400",0,",,W,2400",0,",,W,2400",70,"H,,S",80,",,W",61,",,W",180,",,W",180,",,W",16.1,",,W",21,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/14/17,8.05,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",72,"H,,S",79,",,W",67,",,W",190,",,W",180,",,W",19.9,",,W",23.9,",,W",1,",,W",1,",,W",,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/15/17,6.26,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",73,"H,,S",81,",,W",66,",,W",190,",,W",190,",,W",14.1,",,W",17,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/16/17,5.37,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",73,"H,,S",79,",,W",68,",,W",160,",,W",160,",,W",14.1,",,W",17,",,W",1,",,W",1,",,W",,,,,,,,,1,",,W",,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/17/17,4.92,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",71,"H,,S",78,",,W",67,",,W",140,",,W",150,",,W",13,",,W",16.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/18/17,9.62,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",71,"H,,S",77,",,W",67,",,W",40,",,W",60,",,W",15,",,W",21,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/19/17,18.79,",,W",,,0.26,",,W,2400",0,",,W,2400",0,",,W,2400",72,"H,,S",77,",,W",69,",,W",40,",,W",30,",,W",29.1,",,W",38.9,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/20/17,17,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",75,"H,,S",81,",,W",71,",,W",10,",,W",360,",,W",28,",,W",33.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/21/17,13.65,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",76,"H,,S",81,",,W",71,",,W",350,",,W",360,",,W",21.9,",,W",28,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/22/17,18.12,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",75,"H,,S",83,",,W",67,",,W",350,",,W",350,",,W",25.1,",,W",32,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/23/17,11.41,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",77,"H,,S",88,",,W",68,",,W",350,",,W",340,",,W",19.9,",,W",25.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/24/17,5.59,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",77,"H,,S",92,",,W",65,",,W",180,",,W",50,",,W",13,",,W",17,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/25/17,5.14,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",85,",,W",65,",,W",150,",,W",150,",,W",12.1,",,W",14.1,",,W",,,,,,,,,,,,,1,",,W",,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/26/17,6.26,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",71,"H,,S",78,",,W",67,",,W",140,",,W",160,",,W",12.1,",,W",14.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/27/17,7.38,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",75,"H,,S",87,",,W",69,",,W",110,",,W",110,",,W",15,",,W",19,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/28/17,17,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",75,"H,,S",80,",,W",60,",,W",320,",,W",330,",,W",25.9,",,W",32,",,W",1,",,W",1,",,W",,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/29/17,6.93,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",62,"H,,S",69,",,W",54,",,W",270,",,W",260,",,W",16.1,",,W",21,",,W",,,,,,,,,,,,,1,",,W",,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,9/30/17,14.09,",,W",,,0.04,",,W,2400",0,",,W,2400",0,",,W,2400",61,"H,,S",67,",,W",54,",,W",350,",,W",350,",,W",25.1,",,W",31.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/1/17,6.93,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",58,"H,,S",69,",,W",50,",,W",230,",,W",230,",,W",16.1,",,W",18.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/2/17,6.93,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",62,"H,,S",73,",,W",52,",,W",200,",,W",40,",,W",13,",,W",17,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/3/17,7.83,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",60,"H,,S",70,",,W",51,",,W",150,",,W",140,",,W",15,",,W",21,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/4/17,11.86,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",62,"H,,S",72,",,W",55,",,W",200,",,W",190,",,W",21,",,W",25.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/5/17,12.08,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",69,"H,,S",83,",,W",63,",,W",240,",,W",240,",,W",18.1,",,W",21.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/6/17,7.38,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",72,"H,,S",81,",,W",66,",,W",170,",,W",190,",,W",14.1,",,W",17,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/7/17,10.74,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",70,"H,,S",79,",,W",63,",,W",170,",,W",190,",,W",23,",,W",29.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/8/17,14.32,",,W",,,0.04,",,W,2400",0,",,W,2400",0,",,W,2400",71,"H,,S",73,",,W",70,",,W",180,",,W",180,",,W",23.9,",,W",29.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/9/17,16.78,",,W",,,0.34,",,W,2400",0,",,W,2400",0,",,W,2400",71,"H,,S",76,",,W",70,",,W",180,",,W",170,",,W",32,",,W",42.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/10/17,7.38,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",74,"H,,S",84,",,W",66,",,W",320,",,W",320,",,W",19.9,",,W",23.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/11/17,9.4,",,W",,,0.02,",,W,2400",0,",,W,2400",0,",,W,2400",68,"H,,S",77,",,W",62,",,W",90,",,W",110,",,W",21.9,",,W",27.1,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/12/17,15.21,",,W",,,0.08,",,W,2400",0,",,W,2400",0,",,W,2400",61,"H,,S",66,",,W",54,",,W",50,",,W",50,",,W",23,",,W",29.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/13/17,11.63,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",59,"H,,S",67,",,W",53,",,W",100,",,W",100,",,W",19.9,",,W",23.9,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/14/17,6.93,",,W",,,0.01,",,W,2400",0,",,W,2400",0,",,W,2400",65,"H,,S",74,",,W",60,",,W",30,",,W",30,",,W",13,",,W",15,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/15/17,10.07,",,W",,,0.01,",,W,2400",0,",,W,2400",0,",,W,2400",68,"H,,S",74,",,W",65,",,W",220,",,W",220,",,W",21,",,W",27.1,",,W",1,",,W",,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/16/17,16.55,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",62,"H,,S",69,",,W",46,",,W",320,",,W",320,",,W",25.9,",,W",32,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/17/17,10.51,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",50,"H,,S",60,",,W",42,",,W",360,",,W",360,",,W",18.1,",,W",23,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/18/17,10.29,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",58,"H,,S",71,",,W",50,",,W",260,",,W",260,",,W",17,",,W",21,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/19/17,10.74,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",61,"H,,S",70,",,W",51,",,W",220,",,W",190,",,W",17,",,W",21,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/20/17,10.51,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",65,"H,,S",75,",,W",56,",,W",300,",,W",320,",,W",19.9,",,W",25.9,",,W",,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,10/21/17,6.04,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",63,"H,,S",76,",,W",48,",,W",190,",,W",190,",,W",15,",,W",18.1,",,W",,,,,,,,,,,,,,,,
